lat,lng
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
-38.416097,-63.616672
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
8.537981,-80.782127
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
23.634501,-102.552784
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
15.783471,-90.230759
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
