lat,lng
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
6.42375,-66.58973
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
-9.189967,-75.015152
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
18.735693,-70.162651
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
40.463667,-3.74922
40.463667,-3.74922
40.463667,-3.74922
40.463667,-3.74922
40.463667,-3.74922
40.463667,-3.74922
40.463667,-3.74922
40.463667,-3.74922
40.463667,-3.74922
40.463667,-3.74922
18.220833,-66.590149
18.220833,-66.590149
18.220833,-66.590149
18.220833,-66.590149
18.220833,-66.590149
18.220833,-66.590149
18.220833,-66.590149
18.220833,-66.590149
18.220833,-66.590149
18.220833,-66.590149
